Actor 1,Rating_Actor1,Actor 2,Rating_Actor2,Director,Rating_Director
,,,,Chittaranjan Tripathy,4.0
,,,,Chuck Russell,5.6
,,,,Cristina Hanes,6.8
,,,,Csaba Bene Perlenberg,5.5
,,,,D. Rajendra Babu,6.366666666666667
,,,,D. Rama Naidu,4.8
,,,,D. Sumana Kittur,7.4
,,,,D.D. Kashyap,6.7
,,,,D.N. Pai,6.5
,,,,D.S. Azad,3.85
,,,,Dada Mirasi,5.8
,,,,Dakxin Bajrange,5.4
,,,,Daniel Kremer,6.4
,,,,Danis Tanovic,7.3
,,,,Danish Aslam,5.2
,,,,Dar Gai,7.0
,,,,Darshan Sabharwal,5.6
,,,,Dasaradh,7.1
,,,,David Atkins,5.4
,,,,David Dhawan,5.226829268292684
,,,,Dayal Nihalani,4.366666666666667
,,,,Dayal Padmanabhan,8.4
,,,,Dayanand,5.7
,,,,Deb Medhekar,7.6
,,,,Deb Mukherjee,6.2
,,,,Debaki Bose,6.966666666666666
,,,,Debaloy Dey,3.15
,,,,Debarati Gupta,6.9
,,,,Debu Sen,7.2
,,,,Dedipya Joshii,7.35
,,,,Deekshit Kaul,4.6
,,,,Deepa Mehta,6.840000000000001
,,,,Deepak Anand,5.5
,,,,Deepak Baldev,7.8
,,,,Deepak Balraj Vij,5.566666666666666
,,,,Deepak Mahajan,7.9
,,,,Deepak Pawar,4.15
,,,,Deepak Ramsay,4.45
,,,,Deepak Ramteke,5.2
,,,,Deepak Sareen,5.166666666666667
,,,,Deepak Tanwar,4.0
,,,,Deepti Kakkar,7.8
,,,,Desh Deepak,6.1
,,,,Desh Gautam,6.3
,,,,Dev Benegal,6.65
,,,,Deva Katta,5.9
,,,,Devang Dholakia,2.5
,,,,Devanshu Singh,7.8
,,,,Devashish Makhija,6.933333333333334
,,,,Deven Verma,5.7
,,,,Devendra Bhagat,7.4
,,,,Devendra Goel,6.5
,,,,Devesh Pratap Singh,4.8
,,,,Devi Sharma,5.8
,,,,Devika Bhagat,4.2
,,,,Dharam,4.7
,,,,Dharam Kumar,6.2
,,,,Dharam Prakash,4.2
,,,,Dharan Mandrayar,6.8
,,,,Dharani,7.0
,,,,Dharmendra Suresh Desai,5.6
,,,,Dharmesh Darshan,4.757142857142857
,,,,Dharmesh Tiwari,6.8
,,,,Dhavala Satyam,6.6
,,,,Dheeraj Kumar,2.4
,,,,Dheeraj Pandit,3.7
,,,,Dhiraj Kumar,5.4
,,,,Dhirendra Bohra,5.8
,,,,Dhirubhai Desai,5.85
,,,,Dhorairaj Bhagavan,8.05
,,,,Dhruv,3.9
,,,,Dhruv Sachdev,8.0
,,,,Dhwanil Mehta,6.2
,,,,Diane Cheklich,6.3
,,,,Digvijay Singh,7.0
,,,,Dilip Chitre,7.1
,,,,Dilip Ghosh,6.2
,,,,Dilip Gulati,5.233333333333333
,,,,Dilip Mehta,5.4
,,,,Dilip Naik,5.300000000000001
,,,,Dilip Shankar,5.2
,,,,Dilip Shukla,5.4
,,,,Dilip Sood,4.6
,,,,Dinesh D. Awasthi,3.9
,,,,Dinesh P. Bhonsle,4.5
,,,,Dinesh Parihar,7.5
,,,,Dinesh Vijan,5.1
,,,,Dinesh-Ramanesh,6.3
,,,,Dinkar Kapur,3.8
,,,,Dinkar Rao,7.5
,,,,Dipankar Senapati,2.7
,,,,Dipanshu Dang,6.7
,,,,Dipesh Jain,7.1
,,,,Divakar Ghodake,4.3
,,,,Divya Khosla Kumar,2.95
,,,,Doondi,5.1
,,,,Dr. Jay,3.9
,,,,Dulal Guha,6.6
,,,,Durai,6.3
,,,,Dushyant Pratap Singh,6.8
,,,,Dutta Madhusree,6.2
,,,,Dwarka Khosla,6.15
,,,,Dylan Mohan Gray,7.7
,,,,E.V.V. Satyanarayana,6.35
,,,,Eeshwar Nivas,5.716666666666666
,,,,Ejaz Gulab,5.8
,,,,Ekant Babani,4.9
,,,,Ektara Collective,8.1
,,,,Elan Dassani,4.7
,,,,Esshan Katara,6.8
,,,,Fahim Irshad,6.6
,,,,Faisal Kapdi,2.7
,,,,Faisal Khan,3.5
,,,,Faisal Saif,5.5
,,,,Faisal Simon,6.1
,,,,Faiza Ahmad Khan,8.0
,,,,Fali Mistry,6.7
,,,,Farah Khan,5.325
,,,,Faraz Haider,5.65
,,,,Faredoon A. Irani,6.3
,,,,Fareeda Mehta,6.2
,,,,Farogh Siddique,5.225
,,,,Faruk Kabir,6.366666666666667
,,,,Faruq Masudi,5.9
,,,,Fauzia Arshi,3.8
,,,,Fazil,6.3
,,,,Fenil Seta,6.1
,,,,Feroz Abbas Khan,6.699999999999999
,,,,Feroz Chinoy,5.825
,,,,Firoz Irani,5.0
,,,,Francesca Archibugi,6.3
,,,,Frank Gladstone,4.1
,,,,Franz Osten,6.220000000000001
,,,,Fuwad Khan,6.3
,,,,G. Krishna,3.1
,,,,G. Rakesh,6.0
,,,,G. Suman Reddy,8.0
,,,,G. Venugopal,4.6
,,,,G.B. Vijay,6.3
,,,,G.N. Rangarajan,6.4
,,,,G.P. Sippy,6.05
,,,,G.S. Murthy,8.4
,,,,G.S. Vijayan,5.3
,,,,G.V. Iyer,6.949999999999999
,,,,Gagan Puri,4.85
,,,,Gaganvihari Borate,6.7
,,,,Gajendra Ahire,7.15
,,,,Gajendra Shanker Shrotriya,5.75
,,,,Ganapathy Bharat,6.2
,,,,Ganesh Mehta,7.9
,,,,Ganpati Bohra,4.2
,,,,Garth Davis,8.0
,,,,Gaurav Bakshi,7.0
,,,,Gaurav Mehra,7.5
,,,,Gaurav Pandey,2.6
,,,,Gaurav Panjwani,7.5
,,,,Gauravv K. Chawla,6.6
,,,,Gauri Shinde,7.65
,,,,Gautam Joshi,9.3
,,,,Gautam Singh,5.3
,,,,Gautam Verma,4.25
,,,,Gautham Vasudev Menon,6.75
,,,,Geethapriya,7.0
,,,,Geethu Mohandas,7.15
,,,,Ghorban Mohammadpour,3.2
,,,,Giresh Naik,4.6
,,,,Girish Dhamija,5.05
,,,,Girish Juneja,2.5
,,,,Girish Kasaravalli,7.2
,,,,Girish Malik,6.75
,,,,Gitanjali Rao,6.0
,,,,Goldie Behl,2.85
,,,,Gopal B.,5.728571428571429
,,,,Gopal Malhotra,4.9
,,,,Gopi Desai,6.1
,,,,Gopi Puthran,7.4
,,,,Gopi Sapru,4.4
,,,,Goran Paskaljevic,7.3
,,,,Goutam Ghose,7.216666666666666
,,,,Goutam Pawar,2.5
,,,,Govind Menon,3.1
,,,,Govind Mishra,7.2
,,,,Govind Moonis,6.033333333333334
,,,,Govind Nihalani,7.236363636363635
,,,,Govind Sakariya,3.7
,,,,Govind Saraiya,6.4
,,,,Guddu Dhanoa,4.792307692307692
,,,,Gul Bahar Singh,7.4
,,,,Gulshan Kumar,5.1
,,,,Gunveen Kaur,5.7
,,,,Gurdip Singh,5.9
,,,,Gurinder Chadha,6.45
,,,,Gurmmeet Singh,4.833333333333333
,,,,Gurpreet Sondh,4.9
,,,,Gurudev Bhalla,4.6
,,,,Gurvinder Singh,7.1
,,,,Gyan Correa,6.1
,,,,Gyan Mukherjee,6.8
,,,,H. Dinesh,5.8
,,,,Habib Faisal,6.7
,,,,Hadi Abrar,3.65
,,,,Hadi ali Abar,3.3
,,,,Haidar Ali,6.7
,,,,Hameed Alam,4.5
,,,,Hamid Ali Khan,3.9000000000000004
,,,,Hansal Mehta,6.3875
,,,,Hanu Raghavapudi,5.9
,,,,Hardik Mehta,6.1
,,,,Hari Viswanath,3.7
,,,,Hari Walia,6.0
,,,,Harinam Singh,4.3
,,,,Harish Bhosle,4.4
,,,,Harish Kumar,5.5
,,,,Harish Raut,6.2
,,,,Harish Shah,5.766666666666667
,,,,Harish Sharma,6.8
,,,,Harish Vyas,6.65
,,,,Harmage Singh Kalirai,5.6
,,,,Harmesh Malhotra,5.6
,,,,Harnam Singh Rawail,6.58
,,,,Harry Baweja,4.890909090909091
,,,,Harryy W. Fernaandes,3.9
,,,,Harsh Chhaya,5.6
,,,,Harshavardhan Kulkarni,7.0
,,,,Harsukh Jagneshwar Bhatt,6.45
,,,,Hasnain Hyderabadwala,4.4399999999999995
,,,,Hassan Nazer,5.6
,,,,Heena Dsouza,6.6
,,,,Hemant Gaba,5.7
,,,,Hemant Hegde,5.1
,,,,Hemant Madhukar,3.6
,,,,Hemant N Mishra,8.6
,,,,Hemant Nilim Das,6.5
,,,,Hemanth Kumar,5.8
,,,,Hemen Gupta,7.225
,,,,Hemnt Praddeep,8.0
,,,,Himanshu Brahmbhatt,5.25
,,,,Himanshu Yadav,7.1
,,,,Hiren Nag,6.2
,,,,Hitesh Kewalya,5.8
,,,,Homi Adajania,6.433333333333334
,,,,Homi Wadia,5.49
,,,,Honey Irani,5.2
,,,,Honey Trehan,7.3
,,,,Honeypreet Insan,6.199999999999999
,,,,Howard Rosemeyer,4.4
,,,,Hriday Shetty,5.433333333333333
,,,,Hunsur Krishnamurthy,7.1
,,,,Hussein Khan,6.7
,,,,I.A. Siddique,5.7
,,,,I.V. Sasi,6.35
,,,,Imran Khalid,4.4
,,,,Imtiaz Ali,6.8375
,,,,Imtiaz Punjabi,4.6
,,,,Inayat Mahshar,4.2
,,,,Inder Raj Anand,5.7
,,,,Inder Sen,6.7
,,,,Indervesh Yogee,6.6
,,,,Indrajit Lankesh,4.25
,,,,Indrajit Nattoji,5.0
,,,,Indranil Roychowdhury,7.6
,,,,Inka Achté,6.9
,,,,Iqbal Baksh,5.9
,,,,Iqbal Durrani,5.4
,,,,Irene Zoe Alameda,5.9
,,,,Irfan Kamal,7.1
,,,,Irfan Khan,3.6
,,,,Irshad,6.4
,,,,Irshad Khan,4.8
,,,,Ishaan Nair,5.0
,,,,Ishaan Trivedi,3.766666666666667
,,,,Ismail Darbar,6.1
,,,,Ismail Memon,6.550000000000001
,,,,Ismail Merchant,6.449999999999999
,,,,Ismat Chughtai,6.0
,,,,Israr Ahmed,3.4
,,,,Ivan Ayr,6.9
,,,,J. Mahendran,6.9
,,,,J. Misra,7.8
,,,,J. Om Prakash,5.590909090909091
,,,,J.J. Madan,6.0
,,,,J.K. Bihari,4.8
,,,,J.P. Dutta,6.1
,,,,Jabbar Patel,6.8
,,,,Jag Mundhra,5.0
,,,,Jagan,4.7
,,,,Jagan Shakti,6.5
,,,,Jagannath Chatterjee,6.3
,,,,Jagat Joon,7.05
,,,,Jagbir Dahiya,6.6
,,,,Jagdev Bhambri,6.199999999999999
,,,,Jagdish A. Sharma,3.875
,,,,Jagdish Kadar,5.8
,,,,Jagdish Nirula,5.0
,,,,Jagdish Pandey,3.2
,,,,Jagdish Rajpurohit,6.0
,,,,Jagdish Sidana,6.45
,,,,Jahnu Barua,6.6
,,,,Jai Tank,6.2
,,,,Jaideep Chopra,5.949999999999999
,,,,Jaideep Sen,4.2
,,,,Jaideep Varma,7.966666666666666
,,,,Jaidev Chakraborty,4.8
,,,,Jaimin Bal,6.35
,,,,Jain Rakesh,4.6
,,,,Jaiveer,3.2
,,,,Jambulingam,5.7
,,,,James Dodson,6.2
,,,,James Erskine,8.6
,,,,James Ivory,6.8
,,,,Jan Schmidt-Garre,6.7
,,,,Janak Toprani,5.6
,,,,Janaki Vishwanathan,3.6
,,,,Janmendra Ahuja,3.9
,,,,Japinder Kaur Baweja,3.7
,,,,Jasbir Bijender Bhati,5.800000000000001
,,,,Jasmine D'Souza,3.1
,,,,Jaspal Bhatti,7.4
,,,,Jaspal Singh,3.6
,,,,Jaswant Gangani,4.0
,,,,Jaswinder Chahal,6.6
,,,,Jatla Siddartha,7.4
,,,,Jawar N. Sitaraman,4.9
,,,,Jayabrato Chatterjee,5.1
,,,,Jayant Desai,6.933333333333334
,,,,Jayant Gilatar,5.266666666666667
,,,,Jayant Prabhakar,8.3
,,,,Jayanta Basu,7.3
,,,,Jayaprakash Radhakrishnan,6.7
,,,,Jayaraaj,5.4
,,,,Jayesh Pradhan,4.4
,,,,Jayoo,6.6
,,,,Jayoo Patwardhan,7.7
,,,,Jayveer Panghaal,3.5
,,,,Jean-François Pouliot,6.0
,,,,Jeet Matharru,7.6
,,,,Jeethu Joseph,5.4
,,,,Jeetu,4.3
,,,,Jeetu Arora,5.8
,,,,Jeeva,4.8
,,,,Jeevitha,6.2
,,,,Jeffrey D. Brown,6.9
,,,,Jeffrey Gee Chin,7.9
,,,,Jehangir Surti,5.0
,,,,Jennifer Lynch,2.9
,,,,Jeong-beom Lee,6.8
,,,,Jeppi,3.7
,,,,Jignesh V. Vaishnav,3.9
,,,,Jijo Punnoose,6.6
,,,,Jijy Philip,6.1
,,,,Jiten,6.2
,,,,Jitendra Chawda,5.6
,,,,Jitendra Pawar,2.4
,,,,Jitendra Singh Naruka,4.4
,,,,Jitin Rawat,9.1
,,,,Joe Eshwar,6.6
,,,,Joe Rajan,5.5
,,,,Joel Palombo,6.7
,,,,Jogesh Sehdeva,6.8
,,,,Johannes Roberts,5.3
,,,,John Hunt,6.2
,,,,John Madden,6.6
,,,,John Mathew Matthan,6.333333333333333
,,,,John Owen,7.1
,,,,Jojo D'Souza,5.5
,,,,Jonathan Augustin,7.2
,,,,Jose Punnoose,3.1
,,,,Joy Augustine,6.35
,,,,Jugal Debata,6.9
,,,,Jugal Kishore,5.8
,,,,Jugal Raja,6.8
,,,,Justin John,6.7
,,,,Jwalamukhi,4.1
,,,,Jyoti Sarup,7.6
,,,,Jyotin Goel,4.6
,,,,K Sukumar,7.2
,,,,K. Amarnath,6.185714285714285
,,,,K. Asif,6.5
,,,,K. Balachander,7.166666666666667
,,,,K. Bapaiah,5.486363636363636
,,,,K. Bikram Singh,7.2
,,,,K. Hariharan,6.800000000000001
,,,,K. Mahesh Sukhadhare,6.7
,,,,K. Mishra,5.4
,,,,K. Muralimohana Rao,4.470000000000001
,,,,K. Pappu,5.2
,,,,K. Parvez,6.1
,,,,K. Ramanlal,6.0
,,,,K. Ravi Shankar,5.085714285714286
,,,,K. Shankar,6.7
,,,,K. Shivram,3.1
,,,,K. Shrivastava,4.9
,,,,K. Subhash,5.25
,,,,K. Thankappan,7.1
,,,,K. Vijayan,6.5
,,,,K. Viswanath,6.2125
,,,,K.B. Tilak,6.35
,,,,K.C. Bokadia,4.171428571428572
,,,,K.C. Handra,2.7
,,,,K.D. Satyam,6.0
,,,,K.I. Sheikh,2.9
,,,,K.K. Singh,5.7
,,,,K.P. Sasi,6.7
,,,,K.P. Singh,8.3
,,,,K.R. Reddy,4.466666666666667
,,,,K.S. Adiyaman,4.7
,,,,K.S. Gopalakrishnan,6.5
,,,,K.S. Prakash Rao,6.3
,,,,K.S. Ravi,5.5
,,,,K.S. Ravikumar,5.949999999999999
,,,,K.S. Ravindra,4.7
,,,,K.S. Sethumadhavan,6.366666666666667
,,,,K.S.R. Das,6.2
,,,,Kaashvi Nair,4.1
,,,,Kabeer Kaushik,5.275
,,,,Kabir Khan,6.133333333333333
,,,,Kabir Sadanand,4.766666666666667
,,,,Kabir Singh Chowdhry,6.6
,,,,Kailash Bhandari,6.2
,,,,Kaizad Gustad,3.6
,,,,Kajal Naskar,5.5
,,,,Kalidas,5.728571428571429
,,,,Kalpana Lajmi,6.475
,,,,Kalpataru,5.6923076923076925
,,,,Kamakhya Narayan Singh,7.8
,,,,Kamal,3.0
,,,,Kamal Amrohi,6.8
,,,,Kamal K.M.,6.9
,,,,Kamal Majumdar,6.0
,,,,Kamal Nathani,6.2
,,,,Kamal Raj Bhasin,3.8
,,,,Kamal Sharma,6.3
,,,,Kamal Swaroop,7.1
,,,,Kamalakara Kameshwara Rao,8.2
,,,,Kamika Verma,7.0
,,,,Kanak Mishra,6.949999999999999
,,,,Kanishk Varma,5.0
,,,,Kanmani,4.0
,,,,Kannan,4.9
,,,,Kannan Iyer,5.7
,,,,Kannan Thamarakkulam,4.2
,,,,Kanti Shah,5.061904761904762
,,,,Kanu Behl,7.6
,,,,Kanwal Biala,6.1
,,,,Kanwal Sethi,6.7
,,,,Kapil Kapoor,5.85
,,,,Kapri Vinod,6.050000000000001
,,,,Karan Anshuman,4.5
,,,,Karan Butani,3.8
,,,,Karan Darra,4.0
,,,,Karan Gour,6.7
,,,,Karan Johar,6.699999999999999
,,,,Karan Kandhari,6.1
,,,,Karan Kashyap,4.933333333333334
,,,,Karan Malhotra,6.7
,,,,Karan Radhakrishna,4.8
,,,,Karan Vishwanath Kashyap,4.4
,,,,Karanjeet Saluja,5.699999999999999
,,,,Karu Pazhaniappan,5.5
,,,,Karunesh Thakur,7.5
,,,,Kashinath,6.3
,,,,Kathir,6.8
,,,,Kaushik Ghatak,5.7
,,,,Kaushik Roy,6.2
,,,,Kaustav Narayan Niyogi,3.4
,,,,Kawal Sharma,5.3625
,,,,Kedar Shinde,5.1
,,,,Ken Ghosh,5.3999999999999995
,,,,Kesar Matharu,3.6
,,,,Keshavrao Dhaiber,3.1
,,,,Keshhav Panneriy,5.4
,,,,Keshu Ramsay,5.324999999999999
,,,,Ketan Anand,5.025
,,,,Ketan Desai,5.3
,,,,Ketan Mehta,6.666666666666667
,,,,Keval P. Kashyap,5.65
,,,,Kewal Misra,5.550000000000001
,,,,Kewal Singh,3.7
,,,,Khalid Akhtar,5.449999999999999
,,,,Khalid Mohamed,5.333333333333333
,,,,Khalid Y. Batliwalla,5.8
,,,,Khushboo Ranka,8.7
,,,,Khwaja Ahmad Abbas,6.546153846153846
,,,,Kidar Nath Sharma,7.459999999999999
,,,,Kiran Nakti,6.7
,,,,Kiran Ramsay,4.8
,,,,Kiran Rao,7.0
,,,,Kireet Khurana,6.449999999999999
,,,,Kirti Kumar,5.5
,,,,Kishan Shah,5.25
,,,,Kishore Vyas,4.0
,,,,Kislay,7.9
,,,,Kodanda Rami Reddy A.,6.7
,,,,Kodi Ramakrishna,5.8
,,,,Kolli Pratyagatma,6.6
,,,,Komal Tolani,8.6
,,,,Kompin Kemgumnird,5.9
,,,,Kottayam Chellappan,4.5
,,,,Kranthi Kumar,6.7
,,,,Kranti Kanadé,7.1
,,,,Krishan Chopra,6.25
,,,,Krishan Hooda,6.8
,,,,Krishna D.K.,6.56
,,,,Krishna Gopal,4.2
,,,,Krishna Kumar,6.2
,,,,Krishna Mishra,5.6
,,,,Krishna Shah,6.3
,,,,Krishna Vamsi,6.033333333333334
,,,,Krishnadev Yagnik,7.3
,,,,Krishnakant Pandya,5.2
,,,,Kukoo Kapoor,3.1
,,,,Kuku Kohli,5.225
,,,,Kumar Anand,3.8
,,,,Kumar Dave,6.8
,,,,Kumar Pradeep,4.6
,,,,Kumar Raj,5.5
,,,,Kumar Shahani,6.85
,,,,Kumud Chaudhary,6.1
,,,,Kunal Deshmukh,6.05
,,,,Kunal Shivdasani,3.7
,,,,Kunal Vijaykar,2.8
,,,,Kunal v Singh,6.15
,,,,Kundan Kumar,5.12
,,,,Kundan Shah,5.485714285714286
,,,,Kushal Ruia,6.7
,,,,Kushal Srivastava,5.6
,,,,Kushan Nandy,5.800000000000001
,,,,L.V. Prasad,6.2375
,,,,Lakhwinder Shabla,4.3
,,,,Lakshmikanth Chenna,6.8
,,,,Lal Vijay Shahdeo,6.6
,,,,Lalit Marathe,5.9
,,,,Lalit Mohan,4.9
,,,,Lalji B. Yadav,5.3
,,,,Lasse Hallström,7.3
,,,,Lateef Binny,5.5
,,,,Latif Khan,4.7
,,,,Lawrence D'Souza,4.76
,,,,Lawrence Raghavendra,2.4
,,,,Laxman Singh,6.8
,,,,Laxman Utekar,6.3
,,,,Laxmikant Shetgaonkar,5.9
,,,,Leela Prasad,3.5
,,,,Leena Yadav,5.6499999999999995
,,,,Lekh Tandon,6.722222222222222
,,,,Lekhraj Bhakri,6.863636363636363
,,,,Leslee Udwin,8.2
,,,,Linda Aïnouche,8.1
,,,,Lom Harsh,5.2
,,,,Lovely Singh,3.6
,,,,Luke Kenny,3.5
,,,,Luv Ranjan,7.05
,,,,M. Sadiq,6.0625
,,,,M.A. Thirumugham,6.466666666666666
,,,,M.F. Hussain,5.0
,,,,M.L. Anand,7.6
,,,,M.R. Shahjahan,5.45
,,,,M.S. Ramesh,6.9
,,,,M.S. Sathyu,7.099999999999999
,,,,M.V. Raman,5.783333333333334
,,,,Madan,6.0
,,,,Madan Joshi,6.3
,,,,Madan Mohla,5.6
,,,,Madan Sinha,7.4
,,,,Madhu Ambat,6.2
,,,,Madhu M.,6.9
,,,,Madhur Bhandarkar,6.161538461538461
,,,,Madhureeta Anand,6.1
,,,,Mahender Singh,5.1
,,,,Mahendra Shah,3.3
,,,,Mahendra Teredesai,4.9
,,,,Mahesh Bhatt,5.753846153846154
,,,,Mahesh Dattani,6.5
,,,,Mahesh Kapoor,5.1
,,,,Mahesh Kaul,6.55
,,,,Mahesh Kodiyal,6.7
,,,,Mahesh Kothare,6.699999999999999
,,,,Mahesh Mathai,7.1
,,,,Mahesh Nair,4.0
,,,,Mahesh Rajmane,6.5
,,,,Mahesh Tillekar,4.0
,,,,Mahesh Vaijnath Doijode,5.7
,,,,Mahmood Khan,7.2
,,,,Mahrukh Mirza,5.6
,,,,Mainak Dhar,4.8
,,,,Majid Majidi,7.0
,,,,Major Sundarrajan,6.8
,,,,Mama,5.2
,,,,Manan Katohora,4.9
,,,,Manav Bhalla,6.0
,,,,Mandeep Kumar,5.8
,,,,Mandi Burman,6.0
,,,,Maneej Premnath,6.0
,,,,Maneesh Sharma,6.55
,,,,Mangal Anand,3.6
,,,,Mangal Chakravarty,5.0
,,,,Mangesh Hadawale,6.0
,,,,Mani Ratnam,7.025
,,,,Mani Shankar,5.7
,,,,Manik Chatterjee,7.0
,,,,Manika Sharma,5.7
,,,,Maninder Chana,5.8
,,,,Manish Acharya,7.0
,,,,Manish Harishankar,4.65
,,,,Manish Jha,7.15
,,,,Manish Manikpuri,5.4
,,,,Manish R. Khandelwal,5.4
,,,,Manish Saini,7.8
,,,,Manish Sharma,2.9
,,,,Manish Srivastav,3.6
,,,,Manish Tiwary,5.75
,,,,Manish Vatssalya,4.866666666666666
,,,,Manivannan,5.8
,,,,Manjari Makijany,6.6
,,,,Manjeet Singh,6.4
,,,,Manmohan Desai,6.521052631578947
,,,,Manmohan Krishna,6.0
,,,,Manmohan Sabir,3.9
,,,,Manobala,3.8
,,,,Manohar Nath Rangroo,5.9
,,,,Manoj Adhikari,6.8
,,,,Manoj Agrawal,4.5
,,,,Manoj J. Bhatia,5.1
,,,,Manoj K. Jha,6.9
,,,,Manoj Palrecha,6.6
,,,,Manoj Sharma,5.26
,,,,Manoj Shidheshwari Tiwari,5.033333333333333
,,,,Manoj Singh,4.2
,,,,Mansi Dovhal,5.2
,,,,Mansoor Khan,7.225
,,,,Manu Rewal,4.7
,,,,Manu Warrier,5.9
,,,,Maqbool Khan,4.05
,,,,Marco Hülser,8.2
,,,,Marina Libik,6.3
,,,,Marion Rodrigues,4.1
,,,,Master Vinayak,5.4
,,,,Masud Mirza,4.3
,,,,Mayur Hardas,6.5
,,,,Mayur Katariya,7.8
,,,,Mazhar Kamran,6.8
,,,,Meenal Dixit,9.0
,,,,Megan Doneman,7.6
,,,,Megha Ramaswamy,5.4
,,,,Meghna Gulzar,6.266666666666666
,,,,Mehboob Khan,6.923076923076923
,,,,Mehran Amrohi,7.2
,,,,Mehrish,6.5
,,,,Mehul Kumar,5.384615384615385
,,,,Meraj,7.05
,,,,Michael Winterbottom,6.0
,,,,Mikhil Musale,6.2
,,,,Milan Luthria,5.766666666666667
,,,,Milann Ajmera,5.2
,,,,Milap Zaveri,3.875
,,,,Milind Dhaimade,7.8
,,,,Milind Gadagkar,3.2
,,,,Milind Rau,6.8
,,,,Milroy Goes,6.0
,,,,Mira Nair,7.7
,,,,Mitali Ghoshal,6.1
,,,,Mitra Sen,8.2
,,,,Modhu Bose,6.800000000000001
,,,,Mohammed Hussain,6.25
,,,,Mohammed Israr Ansari,3.6
,,,,Mohan Bhakri,3.9
,,,,Mohan Dayaram Bhavnani,8.5
,,,,Mohan J. Bijlani,7.0
,,,,Mohan Kavia,7.6
,,,,Mohan Kumar,6.107692307692308
,,,,Mohan Savalkar,5.0
,,,,Mohan Segal,6.816666666666666
,,,,Mohan Singh Kavia,5.8
,,,,Mohan Singh Rathor,5.7
,,,,Mohan Sinha,7.4
,,,,Mohana Krishna Indraganti,6.9
,,,,Mohanji Prasad,4.5
,,,,Mohd Feroz Qureshi,6.4
,,,,Mohibul Haque,3.5
,,,,Mohinder Pratap Singh,6.9
,,,,Mohit Goswami,6.0
,,,,Mohit Hussein,6.2
,,,,Mohit Priyadarshi,7.3
,,,,Mohit Suri,6.133333333333333
,,,,Mohit Takalkar,5.9
,,,,Mohsen Makhmalbaf,6.0
,,,,Mohsin Abrar,7.9
,,,,Moni Bhattacharjee,6.4
,,,,Monjoy Joy Mukerji,6.1
,,,,Moosa Saleem,7.5
,,,,Moti B. Gidwani,5.533333333333334
,,,,Mozez Singh,6.1
,,,,Mridul Mahendra,7.6
,,,,Mrighdeep Lamba,6.7
,,,,Mrinal Sen,7.222222222222222
,,,,Mrityunjay Devvrat,6.7
,,,,Muazzam Beg,7.1
,,,,Mudassar Aziz,5.225
,,,,Mukesh Chhabra,6.6
,,,,Mukesh Duggal,5.5
,,,,Mukesh Mishra,6.0
,,,,Mukesh Sharma,6.3
,,,,Mukhtar Ahmed,2.9
,,,,Mukul Abhyankar,5.8
,,,,Mukul Anand,6.1125
,,,,Mukul Dutt,5.966666666666666
,,,,Munindra,2.7
,,,,Munish Bhardwaj,5.6
,,,,Munni Pankaj,9.4
,,,,Murali Nair,5.8
,,,,Murari Sinha,7.8
,,,,Murugan Kumaran,5.8
,,,,Mustafa Engineer,6.7
,,,,Mustufa Raj,4.2
,,,,Muzaffar Ali,6.2
,,,,N. Chandra,6.418181818181818
,,,,N. Linguswamy,6.9
,,,,N. Maharajan,4.4
,,,,N. Narasimharao,6.8
,,,,N. Ragavan,5.3
,,,,N.D. Kothari,4.666666666666667
,,,,N.K. Vishwanathan,7.3
,,,,N.K. Ziree,5.6
,,,,N.R. Acharya,7.1
,,,,Nabendu Ghosh,7.3
,,,,Nabh Kumar 'Raju',3.95
,,,,Nachiket Samant,7.7
,,,,Nadeem Khan,5.0
,,,,Naeem Siddiqui,6.3
,,,,Nag Ashwin,5.0
,,,,Nagesh Bhonsle,7.3
,,,,Nakul Singh Sawhney,6.7
,,,,Nalin Singh,8.8
,,,,Naman Nitin Mukesh,5.4
,,,,Nana Kldiashvili,7.6
,,,,Nanabhai Bhatt,6.075
,,,,Nandakishore,6.2
,,,,Nandlal Jaswantlal,6.833333333333333
,,,,Nanubhoy Vakil,6.8
,,,,Narayan Chauhan,8.1
,,,,Narayan k Sahu,5.3
,,,,Narayana Rao Dasari,5.536363636363636
,,,,Narendra Bedi,5.857142857142857
,,,,Narendra Singh,8.600000000000001
,,,,Narendra Suri,6.066666666666666
,,,,Naresh Kumar,5.85
,,,,Naresh Lalwani,5.3
,,,,Naresh Malhotra,4.65
,,,,Naresh Saigal,6.775
,,,,Nasir Hussain,6.87
,,,,Navaniat Singh,5.5
,,,,Navdeep Singh,7.366666666666667
,,,,Navin Batra,1.9
,,,,Navjot Gulati,3.6
,,,,Navneet Behal,4.4
,,,,Nayan Pachori,4.5
,,,,Neelam r Singh,8.1
,,,,Neelu Arora,6.4
,,,,Neeraj Ghaywan,7.133333333333333
,,,,Neeraj Pandey,7.459999999999999
,,,,Neeraj Pathak,4.666666666666667
,,,,Neeraj Udhwani,5.8
,,,,Neeraj Vora,5.2
,,,,Neerav Ghosh,7.1
,,,,Neil Biswas,5.6
,,,,Nemom Pushparaj,3.2
,,,,Neshu Saluja,7.6
,,,,Nicholas Kharkongor,7.0
,,,,Nicholas Meyer,6.1
,,,,Nicolas Chevaillier,5.3
,,,,Nikhil Bhat,6.8
